text,positive
"Wer früher Speck mochte wird mit diesem Produkt auf seine Kosten kommen. Echt richtig lecker, vor allem im gebraten Zustand.",1
"Definitiv meine Lieblingswurst. Nur die Verpackung und dass man die Scheiben nicht in einem Stück rausbekommt stört mich, ansonsten ist der Geschmack super und ich freue mich jedes mal wenn der Aufschnitt zur Verfügung ist.",1
"die konsistenz erinnert stark an kochschinken was ich als pluspunkt zähle, jedenfalls angenehm und faserig, jedoch ist es sehr schwer die scheiben intakt voneinander zu trennen da sehr zerbrechlich",1
"schmeckt gebraten wirklich gut! tolles produkt!",1
"Als ich mir den Schinken Aufschnitt das erste Mal bestellte, war ich sehr skeptisch.",1
"Schmeckt wirklich sehr gut. Konsistenz auch super authentisch, für mich die beste vegane „Wurst“.",1
"Immer wieder lecker. Geschmack und Konsistenz 1A.",1
"Soooo lecker, dass ich diese Bockwurst immer wieder nachbestelle! Lieben Dank!",1
"Super Würstel zum Grillen, schmecken richtig lecker!",1
"Ich hab schon einige vegane Würstchen probiert, aber diese gehört definitiv zu meinen Favoriten. Die Konsistenz finde ich sehr fleischähnlich und auch der Geschmack kommt einer echten Bockwurst durchaus nah. Einziger Wermutstropfen: Inhaltsstoffe Aroma und Hefeextrakt.",1
"Die beste Vergane Alternative die ich kenne",1
"Der Klassiker. Und die von Vantastic Foods haben das auch wieder super authentisch hinbekommen. Großes Lob für diese veganen Bockwürste.",1
"Die Wurst hat bei mir alle Erwartungen erfüllt. Auch wenn sie geschmacklich meiner Meinung nach irgendwo zwischen Teewurst und Leberwurst angesiedelt ist. Mit Senf auf frisch gebackenem Brot und einer Gewürzgurke dazu hat man die klassisch rustikale Brotzeit.",1
"Sehr lecker. 100% empfehlenswert.",1
"Nachdem die Kinder nun leider auch die Wurst entdeckt haben ""verdampft"" so eine Wurst schon mal in einem Tag. Ich finde die Würzung besonders und auch besonders lecker. Sie schmeckt vermutlich nicht genau so, wie ihr Vorbild aber sie schmeckt gut.",1
"Unglaublich lecker! Wünschte nur es gäbe die KaLeWu auch in einer größeren Packung für weniger Plastikmüll.",1
"Also diese ""Leberwurst"" und auch ""Erbse aufs Brot"" die fast genauso schmeckt, sind meine absoluten Favoriten. Da ich mich nie entscheiden kann, welche ich besser finde, kaufe ich immer beide :-)",1
"Bester veganer Käse. Schmilzt auch sehr gut.",1
"Wer Camembert Liebhaber is, sollte den hier unbedingt probieren. Schmeckt sehr lecker, schmilzt einfach zu gut und man will mehr. Volle Sterne ⭐️",1
"Vom Geschmack her sehr würzig und erinnert mich an Hefeschmelz. Wer den Simply V Aufstrich mag, wird den Streukäse vermutlich auch mögen. Ideal auch für Pizzen oder Überbackenes, der Käse schmilzt sehr schnell, er zerfließt dabei nur nicht so wie es ein sehr fettiger Kuhmilchkäse täte. Die Kritik in den Kommentaren kann ich nicht nachvollziehen. Wer diesen Käse nicht zum schmelzen kriegt macht vielleicht beim Kochen was falsch ;)",1
"Die negativen Bewertungen sind m.M.n nicht wirklich gerechtfertigt. Ja, dieser Käse schmeckt nicht nach Kuhmilch. Aber das muss er auch nicht. Er schmeckt anders, aber anders ist nichts schlechtes :) Ich persönlich LIEBE diesen Käse sowohl über Auflauf, als auch auf Pizza! Er schmilzt super schön, zieht Fäden und schmeckt wirklich gut! Selbst meine vegetarische Mutter, die sonst keine Pizza mag, findet sie damit - ich zitiere - ""echt lecker"" :P",1
"Er schmeckt super lecker und er schmilzt",1
"Das erste mal, dass ich veganen Käse wirklich mag! Unglaublich lecker und das Beste... ER SCHMILZT! :D",1
"Bester Reibekäse für Pizza und Nudeln, schmilzt super und wird auch knusprig (Käsechips)",1
"ein ganz toller Käseersatz wir lieben ihn Alle.....",1
"Der Käse schmilzt super und schmeckt so lecker dass er auch meine nicht-veganen Freunde und Familie (inclusive Oma!!) überzeugen konnte. Absolut mein Favorit.",1
"Nehme es für Bolognese und Frikadellen. Hier gab es ein super Frikadellen-Rezept mit eingeweichtem Toast-Brot und diesem Granulat. Das war klasse. Würde mir das Produkt auch in Bio-Qualität wünschen, auch wenn es dann teurer ist.",1
"Ich habe mit diesem Produkt meine beste vegane Bolognese gekocht. Sehr lecker.",1
"UNBEDINGT ausprobieren, wir haben damit eine Bolognese gekocht, die GENAU wie unsere Bolo mit Hackfleisch geschmeckt hat! Dabei waren wirklich sowohl Geschmack als auch Konsistenz und Aussehen identisch (das sagt auch mein ""omnivorer"" Mann). WICHTIG (und so machen es viele): Granulat in heißer Gemüsebrühe ca. 10 min einweichen lassen, in einem Sieb abtropfen und wirklich GUT mit klarem Wasser abspülen (spült den Soja-Geschmack ab), dann unbedingt so gut wie möglich auspressen (ich presse es im Sieb mit einem Kartoffelstampfer aus, schmeckt sonst wässrig) und in Öl in der Pfanne braten (= Brataromen + Fett für die Konsistenz + Restwasser wird weiter reduziert). Wir würzen gerne mit Hackfleischwürzer. Das fertig gebratene Hack dann in die Soße und noch eine Weile köcheln lassen, wie man es bei der normalen (deutschen :P )Bolognese auch tut. Super easy zu einem tollen Preis (günstiger als Billig-Hack und ohne Tierleid!) und hohem Eiweißgehalt. Werde ich immer wieder kaufen und auch weiterempfehlen!",1
"Das meiste getrocknete Soja hat einen eigenartigen Geruch und Geschmack den Jacky beschreibt. Ganz normal also. Ich weiche das Granulat ein paar Minuten in heißem Wasser ein und wasche und drücke es dann mehrmals aus. Das hilft! Wenn man es dann noch gut mariniert, mit Sojasoße und Gewürzen oder Hefeextrakt wird es sehr lecker! :)",1
"Einfach kurz in Gemüsebrühe einwechen, stark auspressen und dann lässt sich das Sojahack fast wie normales Hackfleisch verwenden.",1
"Mein Lieblingsessen aus der Kindheit, Spaghetti Bolognese gelingt mit diesem Sojahack wunderbar. Meine omnivore Familie fand Lasagne damit auch sehr lecker. Dazu kommt auch noch der unschlagbare Preis, vor allem, da es sich um Trockenware handelt, sodass man durch das Einweichen noch einmal eine viel größere Menge Essen bekommt. Die lange Haltbarkeit und die ungekühlte Lagerung sind für mich weitere Pluspunkte. Volle Empfehlung!",1
"Die Burgerscheiben schmelzen einfach komplett. Übrig bleibt eine würzige Creme (fast Soße), der geschmackliche Vergleich mit Cheddar ist durchaus angebracht.",1
"Ich bin bei veganem Wurstersatz immer etwas skeptisch, oft fehlt ""das Gewisse etwas"".",1
"Geruch, Geschmack und Konsistenz machen hier echt Spaß! So nah an Salami war bis jetzt noch kein veganes Produkt, welches ich getestet habe.",1
"Ich kann nicht mehr ohne. Bestelle immer 10 Päckchen und werde hippelig wenn ich zum letzten Päckchen greife. Wahnsinnig lecker. Nichts zu verbessern. Beste Alternative für mich.",1
"Ich finde dieses Produkt nicht, wie einige hier schreiben, zu salzig.",1
"Geschmacklich sehr deftig, eher Richtung Landjäger o.ä.",1
"Sehr kräftig im Geschmack und schmeckt nicht nach Seitan, wie es bei vielen anderen Salamis der Fall ist. Empfehlenswert!!",1
"Wirklich unfassbar gut. Optisch nicht so der Hingucker, aber der Geruch erinnert schon an Salami und der Geschmack überzeugt total. Die ganze Familie fand die Sim sala mi richtig gut! Und ist auch überhaupt nicht zu salzig, an ""Salami"" gehört nunmal Salz und ich finde, dass diese Nachmache extrem gut gelungen ist. Werden wir auf jeden Fall ins Standard-Sortiment unseres Kühlschrankes aufnehmen, auch wenn der Preis schon sehr stattlich ist.",1
"Also ich bin schon eine ganze Weile Veganer und habe bisher keine richtige Alternative gefunden, bis auf diese hier!",1
"Für mich der beste Salamiersatz, den es gibt. Bitte, bitte lasst den Salzgehalt so wie er ist. Es gibt doch schon genug fade Aufschnitte auf dem Markt! Wenn man salzarm isst, sollte man eben einen anderen Aufschnitt nehmen - aber bitte lasst diesen hier so wie er ist :-) Geschmack und Konsistenz sind top!",1
"Beinahe ideal. Wer es würzig mag, mit guter Konsistenz, deftig, mit gutem Brot genau die Sünde, die sogar Veganer sich hin und wieder mal gönnen MÜSSEN! Denn, seien wir mal ehrlich: Auch dieses vegane Produkt ist nicht wirklich ""gesund"" - es sei denn für Rinder, Esel und was sich sonst noch an Lebewesen in der fleischigen Variante befinden würde ....mein Rat, am besten mit Rohkost-Alltag mixen. Wie auch immer: Liebe Produkt-Entwickler: Etwas weniger Salz bitte. Dies würde den Genuß gewaltig verbessern!",1
"Alleine vom Geruch her schon sehr sehr am Original dran! Konsistenz okay, die Scheiben lassen sich schön reißen. Für meinen Geschmack etwas zu dick geschnitten (~2mm), aber definitiv noch im Rahmen.",1
"Zugegeben sie ist sehr salzig, aber für alle Gerichte bzw Kompositionen ist es ein Faktor den man berücksichtigen kann und sollte... In Rühr-Seidentofu aka RührVei spart sie Salz! Ich kann mich nicht wirklich entsinnen wie echte Salami schmeckt, aber egal wie, dieser Aufschnitt trifft in jedem Fall meinen Geschmack und ich würde in immer weiter empfehlen!",1
"Für mich die beste Seitan-Salami die es gibt! Soo lecker! Ist schön saftig und gut rausnehmbar aus der Packung. Will keine andere mehr essen. :-)",1
"Ich habe schon einige Salami-Alternativen ausprobiert und diese hier ist definitiv eine der besten Sorten! Konsistenz und Geruch - wie ""echte"" Salami. Rauchig, slzig und fest. Der Nachgeschmack ist nicht so typisch ""fleischig"" , aber 1) muss es das nicht unbedingt, und 2) es ist wirklich richtig lecker!",1
"Die beste vegane Salami, die ich bisher gegessen habe! Ärgere mich, nur eine Packung bestellt zu haben. Absolute Kaufempfehlung!!!",1
"Mein Freund und ich fanden diese Salami so lecker, dass sie bereits nach nach kurzer Zeit aufgebraucht war und wir sie direkt wieder nachbestellen. Die Konsistenz ist genau richtig und sie schmeckt schön würzig. Wir würden diese Salami jedem empfehlen!",1
"Wir empfinden den Aufschnitt als extrem lecker und NICHT zu salzig. Die Konsistenz ist ein bisschen zäh, faserig - was uns gefällt!",1
"Danke an alles vegetarisch, die mir diese überaus köstliche fleischlose Salami als Probe in meine Bestellung gelegt haben. Ausgezeichnetes Produkt.",1
"Für mich ist die Konsistenz und der Geschmack super. Sie ist salzig und rauchig. Ich mag sie auch gerne als Belag auf einer Pizza.",1
"Überraschend gut und lecker auch für meinen Omnivore Mann ;-) Ich fand die Salami zufällig beim Kaufland und dachte, ich probiere's mal. Im Unterschied zu manch anderen Salamis, die okay sind, ist diese wirklich lecker und vorzeigbar! Bravo!",1
"Das ist wiklich meine absolute Lieblings-Veggi-Salami. Da ich nicht schon immer Vegetarier war sondern aus meiner Kindheit noch sehr gut weiß, wie ""echte Salami"" schmeckt, kann ich nur sagen, dass diese hier einfach die Beste ist. Viele andere haben immer ein ganz bestimmtes Gewürz dabei das immer (auf sehr ekelhafte Weise) vorschmeckt und das ich auch überhaupt nicht vertrage (es liegt schwer im Magen und verursacht Sodbrennen). Aber das ist bei dieser Veggy-Salami nicht. Sie ist köstlich und auch sehr ergiebig. Schade, dass sie nur online erhältlich ist, sonst wäre sie viel öfters auf meinem Tisch.",1
"Wenn man die Packung schon aufmacht kommt einem direkt das leckere Aroma entgegen und wenn man dann in die Scheibe reinbeißt ist man echt nicht enttäuscht. WÜrde ich immer wieder kaufen!",1
"Gute Konsistenz und ein guter, nussiger Geschmack für einen günstigen Preis! Sollte jeder getestet haben. Schmeckst sogar meinen anderen Familienmitgliedern (nicht-Veganer).",1
"Habe ihn aufgrund der positiven Bewertungen bestellt und bin begeistert! Die Konsistenz ist sehr gelungen (nicht ""rau"" oder bröselig, kommt sehr nah an Kuhmilchkäse heran) und der Geschmack wirklich klasse! Er ist schön nussig, aber überhaupt nicht raß/würzig, sondern sehr mild und zart. Ich liebe ihn, besonders auf Knäckebrot ein Genuss! :)",1
"Eine meiner Lieblingskäsealternativen. Schmeckt angenehm nach Bockshornklee.",1
"Ich liebe diesen Käse wirklich über alles. Seit seiner Einführung gibt es wieder sehr häufig Käsestulle mit zur Arbeit. Ich finde er hat einen leichten Untergeschmack von Schmelzkäse. Absolute Empfehlung, konnte bisher auch Leute überzeugen, die veganen Käse sonst eher nicht so mögen.",1
"Der Duft nach dem Öffnen der Verpackung ist herrlich käsig und nussig. Es riecht wie ein guter Schmelzkäse mit Bockshornklee. Die Konsistenz ähnelt ebenfalls Schmelzkäse, hat nichts Unangenehmes an sich. Über dem eher faden Geschmack des Käses liegt das würzige, käsige Aroma des Klees. Hätte der Hersteller mehr Salz verwendet, bekäme das Produkt die volle Punktzahl, so gibt es einen kleinen Abzug. Der Käse schmeckt sehr gut auf herzhaftem Brot, auf süssem geht das Aroma unter",1
"Wer Bockshornklee und mild-würzigen Käse mochte, der wird von den Bedda-Scheiben begeistert sein. Ich war Vegetarierin und ernähre mich seit einiger Zeit vegan. Ich vermisse nichts, im Gegenteil, mir schmeckt es jetzt noch besser mit gutem Gewissen.",1
"Wir sind total begeistert! Der Käse Ersatz schmeckt einfach nur köstlich nussig :-)",1
"Sehr gelungener Käse-Ersatz! Geschmacklich mild und sehr nussig; erinnert an Maasdamer, schmeckt allerdings viel besser, weil er vegan ist und vergleichsweise viel nussiger, als echter Käse mit Bockshornklee schmeckt. Von der Konsistenz her etwas stabiler als die Scheiben von Simply V. Überbacken zB. im Ofen, oder auf warmen Toast schmilzt er ganz hervorragend - wie die bekannten Schmelzkäsescheiben.",1
"Habt ihr uns da angeschwindelt oder sind die tatsächlich vegan? Unfassbar lecker und sehr gut verträglich, schmecken wie echte Fischstäbchen.",1
"Eine wirklich sehr leckere Alternative zu den „Fischstäbchen“. Hammer! ?",1
"Egal ob als ""Backfisch""-Brötchen oder klassisch mit Püree auf dem Teller - wir sind begeistert!",1
"Absolute Kaufempfehlung für alle, die wie ich geschmacklich Fischstäbchen damals schon liebten :)",1
"Schmecken wie ""echte"" - selbst den Mann konnte ich damit überzeugen",1
"Schmecken so gut das man es kaum glauben das es vegane Fischstäbchen sind. Ich schmecke kaum ein Unterschied.",1
"Die fischstäbchen kommen unfassbar nah ans Original heran. Halber Punkt Abzug da sie etwas trockener sind aber definitiv werd ich dir jetzt öfter kaufen.",1
"Diese Stäbchen sind der Hammer. Für unseren 6-Personen-Haushalt habe ich sie gern gekauft, da es sie auch bei Rewe gab. Nun sind sie leider nicht mehr im Sortiment, warum??? Außerdem habe ich grade gesehen, dass sie nun in Plastik verpackt sind und nicht mehr wie vorher in Pappe wie die anderen Frischstäbchen. Trotzdem äußerst lecker, wenn ich sie nur wieder irgendwo kaufen könnte.",1
"Der Unterschied zu echten Fischstäbchen ist kaum merkbar. Konsistenz und Geschmack sind sehr nah am Original. Absoulte Empfehlung und wirklich mal eine tolle Alternative zu ""echten"" Fischstäbchen!",1
"Also, als ehemaliger Fischstäbchengenießer muß ich sagen, dass diese Alternative recht nah an die normalen Fischstäbchen kommt. Direkt aus der Pfanne gegessen sind sie etwas trocken, aber mit Ketchup od. als Fishburger echt lecker!",1
"Unglaublich, wie gut die sind!!!",1
"Ich war Anfangs super skeptisch bei Ersatzprodukten für Fisch, aber diese Stäbchen sind wirklich super! Ich habe mir die schon als Fischbrötchen fertig gemacht, aber auch so zu Reise und Gemüse gegessen. Ich werde die auf jeden Fall wieder mitbestellen. Super!",1
"Die Fischstäbchen sind wirklich unglaublich lecker, finde sie sogar besser als die echten! Absolute Kaufempfehlung :)",1
"Sogar mein omnivorer Freund fand sie ausgesprochen lecker. Ich erinnere mich nur noch dunkel an den 'echten' Geschmack aber mir haben sie auch sehr gut geschmeckt. Es roch in der Tat bereits nach dem öffnen nach Fisch, die Kruste war lecker, ein echtes TOP Produkt, das kaufe ich mit sicherheit nochmal wieder- zusammen mit veganem Pü und einem Salat ein einfaches, aber unglaublich leckeres Essen ...okay, wir hatten noch angebratene Zwiebeln on top...yammie",1
"Unglaublich, wie sehr dieses Produkt dem echten Fisch nahe ist. Spitze!",1
"Sehr lecker! Bissi viele Inhaltsstoffe - aber bisher hab ich sie gut vertragen (bin da leider etwas empfindlich), und sie schmecken wirklich sehr identisch zu echten Fischstäbchen. Die gibts jetzt öfter mal bei uns :-D",1
"wirklich unglaublich fischig und lecker - mochte früher fischstäbchen nie (fischabfäle!) DIESE aber sing super - und die küche riecht hinterher auch lange nach fisch hahaha...",1
"Top Geschmack, schön knusprig, vielleicht eine Spur trockener als I...! Toller Ersatz, Dank an den Hersteller.",1
"Ich bin begeistert. Gleich beim öffnen der Packung hat es nach echtem Fisch gerochen. Die Stäbchen sind ganz normal zu braten und bilden eine schöne goldbraune Kruste. Geschmack und Konsistenz wie richtige Fischstäbchen. Kaufe ich gerne wieder.",1
"Gestern das erste Mal gemacht und sie waren sooooooooooooo jummieeeeee....sie ""fischeln"" natürlich +glücklicherweise nicht so nach Fisch...aber schmecken einfach gut. Die Konsistenz ist super und ich kann sie sehr empfehlen. Auf alle Fälle wieder.",1
"... haben sie gegessen - die beiden Erwachsenen fanden sie auch wunderbar!",1
"Etwas trockener und nicht so geschmacksintensiv wie richtige Fischstäbchen, aber auf jeden Fall sehr lecker. Der Fischgeschmack ist da, sie werden schön knusprig und schmecken auch nicht künstlich oder so.",1
"Besser als das Original. Kauf ich immer wieder gern.",1
"Die schmecken klasse und lassen sich super zubereiten, auch nach dem einfrieren. Mein Mann, seines Zeichens Omni, sagte, dass dieses das erste Ersatzprodukt sei, welches er nun in Zukunft dem Original vorziehen würde! Schmeckt sehr lecker und nicht künstlich, finden wir. Landet definitiv wieder im Einkaufskorb!",1
"So was vo lecker ...auch nichtveganer sind begeistert ...viel besser als Fischstäbchen",1
"Super! Schmecken wie das Original - soweit ich mich noch daran erinnern kann. Bitte macht noch mehr von solchen Fischalternativen! Eure anderen Fischalternativen (Garnelen, Fischfilets ...) könnten auch noch etwas von diesem Aroma vertragen.",1
"Einfach super Geschmack Konsistenz alles ..spitze !",1
"wenn man nicht wissen würde das es Fisch/Tierfrei und Vegan ist, denk man wirklich man beisst in die bekannten Fischstäbchen..... Ideal für groß und klein",1
"Die vischstäbchen sind der Wahnsinn. Textur und Geschmack erinnern mich sehr an die fischstäbchen von früher (also denk ich-hatte schon ewig keine mehr :D) aber sie sind wirklich unglaublich lecker-hab direkt die ganze Packung aufgefuttert. Werd sie mir auf jeden Fall nochmal kaufen.",1
"Super lecker als Schinken auf Brot,Brötchen,Toast... :D",1
"Schmeckt sehr lecker, hat richtig viel Eiweiß und ist eine perfekte Alternative für Veganer, die kein Soja vertragen (viel Aufschnitt enthält ja leider Soja).",1
"unglaublich lecker wenn als Carpaccio-Ersatz serviert mit Olivenöl Rucola und gehobeltem Hartkäse",1
"Ja, die Textur ist nicht perfekt, aber der Geschmack ist super!",1
"Gelungener Fleischersatz, allerdings hat mir diese Variante nicht ganz so gut wie die mit Pfeffer gefallen, weil diese bissfester, leicht gummiartig ist und allein etwas fad schmecken.",1
"Ich hab für meine Kinder eine vegane Alternative zu den Schokolinsen gesucht die bestimmt jeder kennt - und ich kann es fast nicht glauben, aber sie schmecken identisch! 100%ige Kaufempfehlung",1
"Mein Sohn mit Milch-Allergie hat die zu Ostern bekommen und ist begeistert. Er möchte, dass ich sofort mehr bestelle. Schmecken genau wie die milchhaltigen.",1
"Ich liebe die Monsters! Sie sind super lecker und befriedigend. Meine Meinung nach eine der besten veganen Süßigkeiten-Neuheiten!",1
"Ich würde gerne 12 Sterne geben. Schmecken wie die berühmten Schokolinsen, einfach der Hammer! Wer braucht da noch Milchpulver in der Rezeptur?!",1
"Sooo lecker und knackig! Nur leider viel zu schnell leer",1
"Yessss - schmecken wie Sm.....s / Schokolinsen :) Kaufe ich wieder!",1
"Warum Titandioxyd??? Ich vermeide alles was Titandioxyd enthält, da es Lebensmittel nur weiß macht, aber sich im Körper anreichert. Darauf hätte man echt verzichten können.",1
"Ein himmlisch bunter Schokogenuss. Darauf haben wir gewartet. Gerade mit veganen Kindern echt toll.",1
"Eine echte Überraschung. Bezahlbare Schokolinsen, mit tollem Geschmack. Sowas hat man doch echt vermisst. Vielleicht in Zukunft noch mehr Farbvarianz, aber das ist meckern auf hohem Niveau.",1
"Ich habe diese wraps in Karotte und Rote Bete getestet und bin begeistert. Von beiden Sorten werde ich bald welche nachbestellen. Im vergleich zur Karottenvariante schmeckt man hier weniger Eigengeschmack raus. Zumindest habe ich es so wahgenommen. Deswegen funktionieren diese hier wirklich mit allen Zubereitungsvarianten - auch Süßen. Ich habe Rote Bete jedoch noch nicht erhitzt getestet. Aber da es bei Karotte schon prima war, hab ich hier auch keine Zweifel.",1
"Ich suche schon lange nach einer gesunden und kalorienarmen Alternative zu herkömmlichen Wraps. Bis lang konnte ich nur auf Vollkorn zurück greifen. Hier kommt wirklich eine Innovation. Konsistenz, Geschmack und Handhabung sehr nahe an herkömmlichen Wraps.",1
"Ob Karotte oder Rote Beete, einfach Klasse! Schmecken süß und herzhaft gefüllt sehr lecker! Werde ich jetzt regelmäßig bestellen müssen :) Nur der Geruch der Karotten Tortilla ist beim Aufwärmen etwas gewöhnungsbedürftig :P Habe mich auch an Tortilla Chips versucht...Den richtigen Zeitpunkt für Krosse aber nicht verbrannte Chips zu erwischen ist nicht ganz einfach, aber es geht :D",1
"Super Alternative zu normalen Wraps. Geschmacklich auch wirklich super, sowohl Karotte als auch Rotebeete. Schade nur, dass die Wraps wirklich schnell anfangen zu schimmeln.. musste die übrigens Wraps schon zweimal nach ein paar Tagen wegwerfen, weil sich sehr schnell Schimmel bildet.",1
"Tolle Nährwerte, lecker, gut zu essen. Top!!!",1
"Ich habe die Tortillas ausprobiert (Karotte auch) und bin sehr zufrieden. Endlich mal eine Alternative zu den üblichen Weizentortillas. Die Konsistenz ist super und die Tortillas sind sehr gut formbar und werden nicht brüchig. Habe schon verschiedene Füllungen ausprobiert und hat immer top geschmeckt. Und Rote Beete ist echt mal was anderes. Probieren lohnt sich!",1
"Ich LIEBE diese Wraps (Variante Karotte ebenso)! Sie haben eine tolle Konsistenz und bleiben formbar / härten nicht aus, so dass man sie ganz toll rollen und falten kann. Das jeweilige Gemüse ist schmeckbar, aber nicht zu aufdringlich - man kann die Tortillas also ganz frei kombinieren. Dazu noch weizenfrei mit super Nährwerten. Der Preis für 4 STück ist top, und der ganze Gedanke dahinter (bio und nachhaltig) sehr lobenswert.",1
"Ich bin so dankbar und wirklich überaus glücklich über diese Wraps, weil ich aufgrund zahlreicher Allergien und Unverträglichkeiten endlich wieder meine heißgeliebten Wraps essen kann, die sogar 100x leckeres als normale Weizentortillas schmecken! Vielen Dank an die Produzenten!",1
"Schmeckt ähnlich wie ein normaler Wrap nur etwas erdiger, wie es eine Rote Beete etwa tut! Richtig lecker! Ich habe den Rüben-Wrap und den Rote Beete-Wrap bestellt, beide sind bis Anfang August haltbar (bestellt Anfang Juli).",1
"Ich bin sehr begeistert von dem Schnetzel. So vielseitig und so lecker. Diese mögen auch meine Kinder. Ist tatsächlich zu meinem liebling geworden. Klare Kaufempfehlung",1
"Auch wenn mir 1kg viel vorkam bin ich jetzt froh doch diese Packung gekauft zu haben. Ich verwende das Sojafleisch in so vielen Gerichten und es wird nie langweilig. Kann ich nur empfehlen. Und falls man die Tüte wirklich nicht so schnell leer bekommt wie ich, dann ist das auch nicht schlimm, weil es sehr lange haltbar ist. Alles in allem ein tolles Produkt.",1
"Der Geschmack ist super, kommt wirklich nah an den normalen Hirtenkäse ran.",1
"Einfach nur lecker, nächstes Mal werden ein paar mehr gekauft",1
"Ich bin begeistert von dem Geschmack, sehr empfehlenswert!",1
"Ich hätte nicht gedacht das so ein paar Kräuter solch einen Unterschied machen. Das nächste mal bestelle ich gleich 2 Packungen ;-)",1
"Ich kann die negativen Bewertungen nicht nachvollziehen, da ich das Produkt zum ersten Mal bestellt habe. Wenn es früher salziger war und mehr nach Schinken geschmeckt hat, hätte ich es nicht gemocht. Jetzt hat man den Eindruck, man isst Bressaola, sogar der Geruch passt! Fantastisch!",1
"Einmal probiert und nun bei jeder Bestellung in einer größeren Menge dabei. Ob auf Brot, oder als Zutat beim Kochen. Klare Kaufempfehlung.",1
"Ich habe CARPACCIO BACON STYLE zum ersten Mal bestellt und war begeistert.",1
"Auf Brot und Brötchen einfach klasse.",1
"Schmeckt für mich wie ein veganer Prosciutto! Jederzeit wieder :)",1
"Noch besser als der klassische Carpaccio Ersatz! Ich liebe diese Bacon Variante!!!",1
"Konsistenz und Geschmack wirklich gut.",1
"Normalerweise schreibe ich nie Bewertungen.",1
"Dieser Schinkenersatz ist aktuell der beste, den ich je gegessen habe. Kann ich nur weiterempfehlen!",1
"wahnsinnig lecker, hätte heulen können als ich es das erste mal gegessen hab. erinnert sehr stark an trocken fleisch",1
"Schmeckt gebraten wie auch ungebraten lecker. Bisher der beste Schinkenersatz.",1
"Deftig, würzig - schmeckt wie Frühstücksschinken und hat uns wirklich überzeugt!",1
"Die Konsistenz aller Carpaccios erinnert mich an dem Schinken vom Rind , begeistert bin ich vom Bacon - Style und den mit Pfeffer .",1
"Lecker! Endlich mal ein Speck, der wirklich nach Speck schmeckt und nicht nur nach Räuchertofu. Der Geschmack könnte vielleicht noch etwas intensiver sein. Die Konsistenz ist nicht schlecht, könnte aber besser sein (etwas gummig).",1
"Schmeckt einfach fantastisch! Schmeckt wie echter roher Schinken nach Bacon Art.",1
"Einfach nur lecker, erst klassisch auf Sandwich probiert und dann als Zutat für Gemüseröllchen benutzt.",1
"Richtig, richtig lecker. Ich war skeptisch, wegen der Optik, aber die schmecken sogar noch besser, als die ,,Echten"", die ich früher so geliebt habe. Ich bin begeistert.",1
"Toller Biss!",1
"Hat mich wirklich überrascht! Schmeckt gut.",1
"Schmeckt wie Landjäger, hat super Nährwerte. Ich musste echt zweimal hinschauen, ob es wirklich vegan ist. Landet definitiv bei jeder Bestellung in meinem Einkaufswagen.",1
"Der Geschmack ist absolut lecker und dem Original absolut ähnlich. Die Konsistenz ist etwas weicher, was ich aber nicht schlimm finde. Darf bei keiner Bestellung fehlen.",1
"Darf bei keinem Einkauf fehlen. Ich liebte früher das Original, heute die vegane Variante. Wer braucht da schon das Original?",1
"Diese Würstchen sind vermutlich eins der besten Ersatzprodukte die ich je Essen durfte! Sogar meine omnivore Freundin liebt sie. Den Kühlschrank damit zu füllen lohnt sich definitv!",1
"Es gibt wenige Dinge, die mir fehlen, seit ich mich vegan ernähre. Für die Brotzeit fehlte mir noch das Tüpfelchen am i. Perfekt abgestimmte Würzung und das genau richtige Raucharoma. Auch die Konsistenz ist überzeugend. Es wird nicht versucht Fleisch nachzumachen, es ist eine eigenständige vegane Wurst.",1
"Wirklich ein guter Ersatz als Landjäger für eine zünftige Brotzeit :-)",1
"Diese Würstchen sind wirklich super Lecker!",1
"Mega lecker, sowohl roh, als auch im Auflauf",1
"Wow. Wurden mir von einem Freund empfohlen und ich wurde nicht enttäuscht. Auf Brot mit Butter/Alsan und Senf dazu richtig herzhaft und nicht zu unterscheiden von der Fleisch-Variante.",1
"Die Landjäger sind so unfassbar lecker , ich konnte sogar meinen Papa davon überzeugen und er ernährt sich nicht vegan. Ganz große Empfehlung",1
"Die Landjäger schmecken unglaublich gut, haben alle Erwartungen übertroffen. Selbst die omnivore Verwandtschaft war überrascht. Definitiv eine Kaufempfehlung :)",1
"Wow, ich hätte nicht gedacht, dass es so einen guten Fleisch-/Wurstersatz überhaupt geben kann aber diese Landjäger schmecken so richtig gut! Habe mich von den Bewertungen überzeugen lassen und bin froh, dass ich gleich 2 Packungen gekauft habe! :)",1
"Bitte probieren, einfach nur der Wahnsinn.",1
"Kann ich zu 100 % empfehlen. Konsistenz, Geschmack und Nährtsoffzusammensetzung passen perfekt zusammen.",1
"Diese togo-Mahlzeit kommt unterwegs bei Allen gut an und macht super satt (aber leider Lust auf mehr)...",1
"Diese Landjäger sind der Hit! Sie schmecken 1000mal besser als die aus Fleisch und kein Schwein (im wahrsten Sinne des Wortes) musste sein Leben lassen. Ich kann sie nur wärmstens empfehlen für zwischendurch, aufs Brot oder für deftige Gerichte. Herrlich und immer wieder gerne!",1
